fnlwgt,age,educational-num,capital-gain,capital-loss,hours-per-week
72886,62,13,0,0,40
103651,31,13,0,0,45
96854,49,9,0,0,40
95984,24,11,0,0,55
60751,46,11,0,0,40
107302,35,13,0,0,40
106501,41,12,7688,0,50
27436,29,9,0,0,35
35520,58,10,7688,0,40
101320,46,13,0,0,42
49593,32,9,0,0,40
65225,23,10,0,0,15
101562,31,13,0,0,50
27539,52,10,7688,0,72
51260,29,9,0,0,40
111128,38,10,0,0,40
112451,42,9,0,0,40
97075,47,9,0,0,40
114055,36,11,3325,0,40
114222,46,11,0,0,40
51089,39,13,0,0,30
37353,46,10,0,0,45
105253,46,14,0,1977,50
96062,54,13,0,0,40
44942,50,9,0,1848,48
109633,37,9,0,0,40
109404,29,13,0,0,50
95551,37,10,0,0,45
117310,48,9,0,0,20
109539,41,9,0,0,40
38455,20,10,0,0,10
83601,90,15,1086,0,60
48935,34,10,0,0,30
93985,18,10,0,0,30
33487,63,4,0,0,70
32948,45,13,0,0,60
52131,42,10,0,0,40
45796,33,9,0,0,40
77404,48,10,0,0,60
64631,42,13,0,0,40
87487,25,13,0,0,50
30740,66,9,0,0,15
63105,41,9,0,0,42
111712,70,9,0,0,22
84661,42,10,0,0,30
108282,37,13,0,0,45
55946,63,9,0,0,40
113443,60,9,0,0,45
69236,44,10,0,0,40
97197,55,10,0,0,50
47270,47,8,0,0,40
61343,38,5,0,0,40
32533,40,4,0,0,30
101593,40,9,0,0,40
104908,46,9,0,0,40
29559,64,9,0,0,38
101626,59,9,0,0,45
32732,23,10,0,0,25
33272,22,9,0,0,25
93287,38,7,0,0,40
111567,30,10,0,0,40
108293,38,10,0,0,45
55465,20,9,0,0,40
48063,39,8,0,0,32
61710,19,10,0,0,12
88440,18,9,0,0,36
33121,43,10,0,0,35
23074,46,9,0,0,40
91585,42,10,0,0,40
83451,18,9,0,0,25
38468,35,9,0,0,21
35633,24,10,0,0,11
74263,66,9,0,0,86
82488,36,13,0,0,40
114939,23,10,0,0,30
100125,26,12,0,0,30
72338,43,14,0,0,40
41411,48,10,0,0,50
116445,36,9,0,0,40
80655,63,10,0,0,40
68080,56,9,0,0,50
81535,49,13,0,0,75
55912,30,13,0,0,50
65738,38,11,0,0,40
28367,66,9,0,0,40
117210,24,13,0,0,36
73928,29,13,0,0,15
38603,61,4,0,0,20
106471,36,13,0,0,40
97952,25,13,0,0,40
111567,31,9,0,1848,50
49296,23,10,0,0,40
96099,60,13,4101,0,60
98209,17,7,0,0,10
92003,33,9,0,0,40
103759,43,9,0,0,40
101563,44,14,7430,0,45
69955,60,11,4064,0,40
97405,31,9,0,0,40
32454,54,9,0,0,60
99185,54,13,0,1977,40
82050,58,10,0,0,60
32528,37,13,0,0,50
72375,36,13,0,0,45
113570,64,12,0,0,40
92028,37,13,0,0,45
102142,28,10,0,0,40
104223,31,13,0,0,40
109195,31,13,0,0,70
85508,18,8,0,0,12
60449,54,13,0,0,60
115922,65,7,0,0,24
64658,32,9,0,0,40
48520,30,9,0,0,43
44807,65,10,0,0,48
40666,45,13,0,0,40
39986,45,9,0,1740,56
101375,62,6,0,0,40
106151,51,3,0,0,44
101387,38,9,0,0,43
103540,46,10,0,0,40
36876,67,9,0,0,40
93283,32,11,0,0,40
103628,29,13,0,0,4
75813,63,15,99999,0,60
54861,27,10,0,0,32
27539,51,10,0,0,60
53147,29,9,0,0,37
115880,66,10,3818,0,40
112305,33,11,0,0,10
35136,46,7,0,0,40
29520,40,9,0,0,65
32616,22,10,0,0,30
54342,50,9,0,0,40
110861,36,9,0,0,20
59469,34,7,0,0,72
78273,62,10,0,0,40
105475,44,9,0,0,40
60783,23,11,0,0,40
59916,40,9,0,0,40
71283,58,9,0,0,38
85440,43,14,0,0,45
71046,51,13,0,0,60
52870,39,9,0,0,30
79324,51,16,0,0,30
113936,24,13,0,0,55
95246,43,15,0,0,5
61956,25,13,4650,0,45
112838,37,14,0,0,55
30012,51,9,0,0,80
50163,20,10,0,0,25
59460,43,13,0,0,40
97212,21,9,0,2001,25
103642,32,11,0,0,50
70447,41,10,0,0,60
56588,64,10,0,0,70
99373,41,9,0,0,40
100368,29,5,0,0,27
54271,44,9,0,0,40
109912,41,9,15024,0,50
42069,19,9,0,0,40
81145,24,10,0,0,25
99849,68,9,0,0,28
21838,58,16,7688,0,50
68898,50,16,7688,0,60
96480,32,10,0,0,40
77953,36,9,0,0,40
87131,34,6,0,0,40
21626,56,9,0,0,43
94809,45,10,0,0,24
103344,62,9,0,0,40
115066,32,10,0,0,40
49921,60,5,0,0,40
109594,38,13,0,0,70
51216,72,9,0,0,14
31023,36,14,0,0,50
95708,35,13,7688,0,60
114158,29,13,0,0,40
96170,44,4,0,0,20
114719,37,15,15024,0,60
76128,53,9,0,0,60
102852,46,4,0,0,40
27620,18,9,0,0,30
100303,58,12,0,0,42
58447,41,16,7688,0,50
103323,39,13,0,1669,40
65584,48,10,0,0,40
69730,40,9,0,0,40
54566,55,9,0,0,40
76571,57,6,0,0,40
96154,46,10,0,0,15
45613,28,10,0,0,40
48915,37,9,0,0,35
91316,41,12,0,0,40
25319,76,9,0,0,8
40165,23,10,0,0,50
79529,43,9,0,0,35
104164,22,11,0,0,35
46019,42,10,5178,0,50
19513,32,14,0,0,40
112115,31,9,0,0,40
117299,58,9,0,0,40
28865,72,4,0,0,14
95428,58,14,0,0,40
76206,72,5,0,0,16
105431,45,9,0,0,39
75742,44,13,0,0,40
116736,37,9,0,0,40
109982,53,10,0,0,40
56658,32,9,0,0,40
57637,51,9,0,0,32
100837,32,9,0,2002,66
50934,52,12,0,0,20
32290,46,10,0,0,40
58547,68,10,0,1735,48
100294,33,9,0,0,50
33046,38,11,0,0,36
84428,76,10,2062,0,37
107662,35,9,0,0,5
97180,51,9,0,0,15
115439,58,14,0,0,40
67779,44,9,0,0,40
116358,21,9,0,0,40
48087,41,13,2354,0,40
34493,38,10,0,0,40
96299,62,13,0,0,40
107458,28,9,0,0,45
110028,44,10,0,0,40
57640,35,4,0,0,40
67874,40,14,0,0,58
43878,51,16,0,0,50
40915,25,13,0,0,15
83444,49,13,0,0,85
117310,47,9,0,1876,48
106900,43,13,0,0,40
53497,50,14,0,0,46
73023,36,9,2202,0,40
80179,29,9,0,0,50
116385,19,12,0,0,18
106615,22,13,0,0,15
30796,21,10,0,0,25
72630,32,16,3325,0,45
100345,21,9,0,0,40
84154,33,10,0,0,20
116493,41,10,0,0,52
99212,44,10,0,0,35
54780,61,13,0,0,40
66687,36,9,0,0,50
32446,59,9,0,0,40
112485,46,9,0,0,40
27484,54,9,0,0,40
81497,48,10,0,0,65
111232,19,10,0,0,30
59584,59,9,0,0,40
19302,30,9,4386,0,70
58471,19,9,0,0,40
48520,33,9,0,0,40
55844,44,13,0,0,45
21189,40,13,0,0,32
110013,37,11,0,0,40
104501,52,8,0,0,60
50178,32,9,0,0,40
65624,38,10,0,0,45
105127,55,9,0,0,40
111985,34,9,0,0,50
28357,18,9,0,0,40
30636,55,9,4386,0,40
39640,25,10,0,0,48
95997,21,10,0,0,60
65624,52,12,0,0,40
98524,47,3,0,0,40
112512,37,11,0,0,48
105788,54,14,0,0,37
88856,51,14,0,2415,40
32406,31,10,0,0,40
33945,30,9,0,0,40
112772,57,9,0,0,60
47534,57,14,0,0,60
56019,41,15,99999,0,50
96921,44,10,0,0,45
72887,39,10,0,0,40
87169,21,9,0,0,35
98941,37,15,7688,0,50
97176,46,10,0,0,50
103925,36,13,0,0,45
80680,35,14,0,0,45
101480,55,9,0,0,33
37650,26,10,5060,0,40
34161,42,15,0,0,40
44793,23,9,0,0,40
38749,60,15,99999,0,60
104993,27,9,0,0,40
115971,46,5,0,0,40
95634,37,10,0,0,40
66304,35,6,0,0,45
41610,33,9,0,0,40
65740,63,10,0,0,40
114765,36,6,0,0,35
73257,19,7,0,0,15
80621,66,10,0,0,40
98642,52,9,0,0,50
54022,39,10,0,0,40
32798,40,9,0,0,45
101077,64,15,0,2444,40
36425,38,10,0,0,25
38455,20,9,0,0,40
103323,35,10,0,0,40
44789,17,10,0,0,15
30269,37,13,2174,0,50
32587,39,10,0,1485,40
106068,41,9,0,0,40
113293,65,9,0,0,50
67444,17,7,0,0,20
34364,36,12,0,0,3
43819,31,13,0,0,40
102690,67,13,0,0,20
53702,22,6,0,0,40
70240,18,9,0,0,40
72257,54,9,0,0,50
34998,48,13,0,0,48
100285,55,13,10520,0,40
99357,35,13,0,0,40
73928,34,6,0,0,4
106856,26,11,0,0,40
107038,39,9,0,0,40
115438,27,10,0,0,40
110171,32,10,0,1902,40
42279,20,10,0,0,30
67153,56,16,0,0,60
41115,27,10,0,0,40
34066,39,10,0,0,50
53553,35,10,7298,0,48
43556,41,11,0,0,40
97952,26,13,0,0,80
103575,61,10,0,0,40
116830,20,9,0,0,43
102102,48,7,0,0,55
99065,35,12,0,0,32
61885,49,12,0,0,45
85604,40,14,0,0,55
91666,33,9,0,0,40
89734,19,10,0,0,42
79661,27,9,4386,0,40
41281,29,13,0,0,50
53448,29,8,0,0,50
35751,35,2,0,0,15
94210,40,13,0,0,50
34037,41,9,0,0,99
94809,67,10,2346,0,33
86643,36,8,0,0,48
113597,44,9,0,0,40
105495,47,10,0,0,50
95329,52,13,0,0,40
106728,54,13,0,0,40
61287,43,13,0,0,60
54651,44,14,0,0,40
42894,32,7,0,0,15
37718,45,13,0,0,40
52849,40,13,0,0,50
93557,49,9,0,0,48
103805,22,10,0,0,36
92141,59,9,0,0,40
68729,27,9,0,0,40
37783,21,10,0,0,38
106637,31,10,0,0,20
93604,19,9,0,0,20
29324,41,9,0,0,45
54911,38,10,0,0,10
99185,43,13,0,0,40
52291,47,14,7688,0,45
115458,23,10,0,0,40
95552,24,9,0,0,40
101618,28,13,0,0,42
30424,44,12,0,1980,40
80933,30,10,0,0,40
101575,77,8,0,0,12
104756,26,9,0,1651,42
106014,33,13,0,0,40
100882,34,13,0,0,47
108836,52,13,0,0,48
104704,18,7,0,0,25
108969,60,6,0,0,50
59380,45,13,0,0,40
68393,28,9,0,0,46
81794,53,9,0,0,40
108943,39,7,0,0,40
100734,32,9,0,0,50
102268,35,8,0,0,40
29874,38,13,0,0,48
77322,29,9,0,0,32
109567,59,10,0,0,40
113301,23,7,0,0,35
83984,52,10,0,0,40
53285,30,11,0,0,40
108574,29,9,0,0,30
114231,56,6,0,0,25
111895,42,10,0,1887,40
103759,44,13,0,0,40
113211,34,12,0,0,45
113635,28,8,0,0,40
52262,23,11,0,0,40
42740,53,10,0,0,39
55191,44,15,0,0,40
88572,58,9,0,0,45
57534,48,10,0,0,40
96321,43,9,0,0,40
112626,18,10,0,0,15
103648,48,11,0,0,41
87858,52,9,0,0,40
104620,33,14,0,0,15
115677,28,10,0,1902,40
